account_number,transaction_datetime,transaction_amount,post_date,merchant_number,merchant_description,merchant_category_code,transaction_number
31815,04052021 12:20:39,2.99,4062021,8.79E+12,CARDS & GIFTS ON 6TH   BIRMINGHAM    NC,5947,7
27486,04022021 23:18:27,104.79,4032021,3.95E+14,EVRYPLT*298696649      973-210-4915  OR,5499,7
30772,03312021 11:40:05,6.66,4022021,1.13E+14,TACO BELL #26081   QPS SAN DIEGO     NJ,5814,7
22782,04062021 15:21:03,8.13,4072021,3.42E+14,EXXONMOBIL    99383416 PLANT CITY    MA,5541,7
39184,03302021 06:23:08,8.56,3312021,3.96E+11,ETSY.COM - NOTMAINSTRE 844-6593879   CA,5965,7
20908,04022021 19:39:48,16.21,4052021,2.21E+11,HOOTERS OF PEACHTREE S ATLANTA       NJ,5812,7
26669,03312021 13:13:44,22.75,4022021,224205,Lucky 13               Dallas         OH,6011,7
16841,04082021 16:50:54,1.35,4092021,344011001,USA*SNACK SODA VENDING HENDERSON     NY,5814,7
28382,04022021 13:46:15,2.24,4032021,4.37E+14,MCDONALD'S F3019       BRIDGEWATER   AZ,5814,7
26995,03312021 15:17:14,3.23,4022021,48200105996,Wal-Mart Super Center  CORINTH        NY,5411,7
33452,04052021 11:18:26,10.78,4062021,3.73E+11,MARISCOS EL PRIETO     CHULA VISTA   NJ,5814,7
16068,04022021 07:29:10,2.36,4052021,4.76E+14,MCDONALD'S F31309      JACKSONVILLE  NY,5814,7
26045,04092021 15:33:07,15.17,4102021,3.45E+11,CHIPOTLE ONLINE        1800244768    HI,5814,7
28064,04062021 11:59:37,1.45,4072021,3.90E+11,USA*FIVE STAR FOOD VEN KNOXVILLE     NJ,5814,7
54722,01122021 09:25:52,1.49,1122021,6.50E+14,COINMACH SAN JOSE       SAN JOSE       CA,7211,7
54891,01122021 09:25:52,1.49,1122021,6.50E+14,COINMACH Sioux Falls       Baltimore       MD,7211,7
54999,01122021 09:25:52,1.49,1122021,6.50E+14,COINMACH Kulpsville         PA,7211,7
33555,01122021 09:25:52,1.49,1122021,6.50E+14,COINMACH Middle Island       Middle Island       NY,7211,7
26522,12302020 08:22:36,1.72,12312020,9.00E+14,HARMONS - BANGERTER    DRAPER        LA,5411,8
31938,01252021 16:37:05,0.5,1262021,8032325303,COCA COLA DRAPER UT    DRAPER        MI,5814,8
31094,01082021 10:39:21,12.31,1092021,5.39E+13,SQ *FELLINI CAFE HOUST Houston       NJ,5499,8
53111,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL 57543437404  Hamilton       OH,5542,8
53222,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL 57543437404  Ashland       OH,5542,8
18393,01282021 11:44:07,11.85,1292021,3.46E+11,CHIPOTLE 0478          HOUSTON       AK,5814,8
11111,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL 57543437404  HOUSTON       TX,5542,8
37466,01062021 08:53:33,37.15,1082021,8.50E+11,EMPIRE CAFE            HOUSTON       OH,5812,8
38829,01122021 09:25:52,1.49,1122021,6.50E+14,COINMACH HOUSTON       HOUSTON       OH,7211,8
22222,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL 57543437404  Los Angeles       CA,5542,8
43991,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL 57543437404  Brighton       MI,5542,8
44891,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL 57543437404  Bridgeport       NJ,5542,8
25643,01042021 12:28:54,3.59,1052021,4.45E+12,WALGREENS #3157        CHICAGO       IL,5912,8
32628,01062021 07:25:18,3.24,1082021,1.93E+14,MCDONALD'S F4802       HOUSTON       CA,5814,8
18054,01202021 19:08:29,3.78,1212021,3.81E+14,MCDONALD'S F37954      KATY          SD,5814,8
28226,01072021 17:57:05,41.29,1082021,9.36E+14,TEXACO 0305433         KATY          PA,5542,8
37226,01142021 11:10:07,12.29,1152021,3.35E+11,PANERA BREAD #601908   MESA          NY,5812,8
19485,01252021 12:07:19,43.29,1282021,3.96E+11,STEAM PURCHASE         425-9522985   CA,5816,8
33945,02112021 12:22:33,13.66,2132021,8.49E+11,GRAND & ESSEX MARKET   BERGENFIELD   OH,5411,8
14829,02112021 11:13:16,34.21,2122021,1VKWOGBF44BU45L,DOORDASH*CARIBBEAN STA SAN FRANCISCO TX,5812,8
31452,01312021 13:48:16,13.9,2012021,2.87E+14,SONIC DRIVE IN #4215   PEARLAND      TN,5814,8
26856,02142021 10:34:18,11.21,2152021,1.86E+14,SONIC DRIVE IN #6414   TOMBALL       WI,5814,8
26607,01222021 10:59:38,244.4,1252021,2.11E+14,UNITED                 800-932-2732  MI,3000,8
36717,02122021 14:52:04,127.56,2132021,4.45E+12,WM SUPERCENTER #3510   PEARLAND      IL,5411,8
33717,02112021 16:34:59,50.15,2122021,2.43E+14,SQ *AXE SOCIAL LOUNGE  Mansfield     CA,7991,8
14281,03192021 08:41:37,4,3222021,HPUM000101,HPU METERS             HOBOKEN       TX,7523,8
30881,02052021 10:44:28,67.12,2082021,5.32E+14,NOT JUST SOCCER (NEW)  DALLAS        NJ,5941,8
15482,02032021 19:30:13,77.57,2042021,8.80E+14,H-E-B  #428            AUSTIN        KS,5411,8
20759,01312021 07:50:51,14.32,2022021,8.49E+11,NEUHAUS CAFE           DALLAS        NM,5812,8
32922,02142021 13:57:40,250,2152021,81000100,URBAN OUTFITTERS 7135 ESCOTTSDALE   NJUS,5651,8
17079,02152021 11:52:20,457.37,2162021,23863936002,WHOLEFDS SCA #10 2732 ASANTA CLARA  NJUS,5411,8
26603,02142021 13:06:29,9.35,2152021,3.21E+14,CHEVRON 0094230        FREMONT       NY,5541,8
22965,04062021 13:52:25,73.87,4072021,3.13E+11,BLUEMERCURY #172069    MANHASSET     NY,5977,8
24029,03222021 08:40:42,2,3232021,7.20E+14,DFW AIRPORT PARKING    DFW AIRPORT   CA,7523,8
31593,03282021 13:28:20,58.7,3302021,3.13E+11,ROMANOS 1088           THE WOODLANDS KS,5812,8
38206,04072021 14:42:00,4.39,4082021,1.61E+14,MCDONALD'S F26547      KANSAS CITY   AK,5814,8
32104,03222021 16:22:48,5.4,3232021,8024119995,SMARTPARK 3RD ALDER    PORTLAND      MA,7523,8
20565,03312021 09:44:59,7.84,4022021,3.45E+11,EXXON SHADE   10276947 SPRING        WI,5814,8
15971,03262021 14:26:53,25.35,3272021,4.45E+11,SP * DEDCOOL           3237660060    PA,5977,8
25770,03202021 17:20:24,43.32,3222021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,8
17504,03272021 09:54:18,3.33,3282021,537494,REDNERS MKTS #76       BENSALEM     CAUS,5411,8
33653,03282021 17:59:55,33.8,3292021,1.82E+14,CHEVRON 0376761        MARTINEZ      RI,5542,8
30808,03272021 15:48:02,43.25,3292021,EFT,EFT                    Santa Fe       RI,6011,8
28440,04032021 18:55:58,10.91,4052021,5.45E+14,TACO BELL 025392       AMERICAN FORK IL,5814,8
21152,04092021 11:19:43,9.19,4102021,6.30E+14,CULVERS OF JUPITER     JUPITER       NJ,5814,8
21455,04082021 10:21:17,3.5,4092021,3.45E+11,NJT PABT          0916 NEW YORK      PA,4111,8
15041,04022021 17:15:05,18.89,4032021,660081,SHELL SERVICE STATION  GREENBURG    AKUS,5541,8
24732,04072021 06:23:23,9.5,4082021,2.43E+14,SQ *CAFE DE NOOK       Columbus      VA,5814,8
17032,04032021 15:00:52,1.99,4052021,2.49E+14,GOOGLE *Google Storage 650-253-0000  MN,5968,8
31815,04062021 12:31:45,2.99,4072021,8.79E+12,CARDS & GIFTS ON 6TH   BIRMINGHAM    NC,5947,8
27486,04032021 10:48:54,6.36,4052021,4.45E+12,ARBYS #1735 KENNESAW   KENNESAW      OR,5814,8
30772,03312021 12:06:26,17.5,4022021,2.67E+11,PAR GROCERY LIQUOR     SAN DIEGO      NJ,5411,8
22782,04092021 11:41:22,9.77,4102021,3.42E+14,EXXONMOBIL    99383416 PLANT CITY    MA,5541,8
39184,03302021 08:42:41,3.62,3312021,9.00E+11,R R SUPERETTE CITGO    DOUGLASVILLE  CA,5541,8
20908,04032021 20:06:45,17.73,4052021,2.21E+11,HOOTERS OF PEACHTREE S ATLANTA       NJ,5812,8
26669,04012021 14:11:47,6.01,4022021,3.01E+14,OLE GRAPEVINE CIGAR    GRAPEVINE     OH,5993,8
16841,04082021 16:51:27,1.35,4092021,344011001,USA*SNACK SODA VENDING HENDERSON     NY,5814,8
28382,04022021 19:43:33,8.66,4032021,4.45E+12,WENDYS #2284           STOUGHTON     AZ,5814,8
26995,04012021 09:03:26,17.39,4022021,2.74E+11,USPS PO 27377008 801 W IUKA         NYUS,9402,8
33452,04062021 10:24:59,4.82,4072021,4.45E+12,TST* JAMBA JUICE - 136 CHULA VISTA   NJ,5812,8
16068,04022021 07:30:06,2.14,4032021,4.76E+14,MCDONALD'S F31309      JACKSONVILLE  NY,5814,8
28064,04062021 14:11:08,9.29,4082021,4.45E+12,LITTLE CAESARS #2803   KNOXVILLE     NJ,5814,8
54722,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL 57543437404  SAN JOSE       CA,5542,8
54891,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL 57543437404  Sioux Falls      SD,5542,8
54999,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL 57543437404  Kulpsville       PA,5542,8
33555,03062021 10:29:42,27.28,3082021,57543437404,SHELL OIL 57543437404  Middle Island       NY,5542,8
26522,12302020 09:37:04,1.06,12302020,00610000488MAV,MAVERIK #488           DRAPER        LA,5541,9
31938,01272021 09:34:44,0.9,1272021,6.50E+14,PCBC SPRINGVILLE       SPRINGVILLE   MI,5814,9
31094,01082021 18:11:53,24.02,1112021,4.45E+12,TST* THE HAY MERCHANT  HOUSTON       NJ,5812,9
53111,12312020 11:25:56,13,1012021,4.45E+12,CKE*EL CHARRO MEXICA 3 Hamilton       OH,5812,9
53222,12312020 11:25:56,13,1012021,4.45E+12,CKE*EL CHARRO MEXICA 3 Ashland       OH,5812,9
18393,01302021 13:16:28,2.04,2012021,240768,WAL-MART #0768         KATY           AK,5411,9
37466,01072021 08:19:13,4.6,1092021,4.45E+12,TST* SIPHON COFFEE     HOUSTON       OH,5812,9
11111,12312020 11:25:56,13,1012021,4.45E+12,CKE*EL CHARRO MEXICA 3 HOUSTON       TX,5812,9
38829,01122021 11:44:01,16.01,1142021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,9
22222,12312020 11:25:56,13,1012021,4.45E+12,CKE*EL CHARRO MEXICA 3 Los Angeles       CA,5812,9
43991,12312020 11:25:56,13,1012021,4.45E+12,CKE*EL CHARRO MEXICA 3 Brighton       MI,5812,9
44891,12312020 11:25:56,13,1012021,4.45E+12,CKE*EL CHARRO MEXICA 3 Bridgeport       NJ,5812,9
25643,01042021 19:06:07,4.84,1052021,925910,SHELL SERVICE STATION  PEARLAND     ILUS,5541,9
32628,01062021 12:11:09,12.82,1072021,4.45E+12,LUIGIS PIZZERIA - TX   HOUSTON       CA,5812,9
18054,01252021 18:46:16,3.78,1262021,3.81E+14,MCDONALD'S F37954      KATY          SD,5814,9
28226,01072021 19:02:19,21.1,1092021,4.56E+11,BURGER KING #4396  Q07 KATY          PA,5814,9
37226,01142021 14:45:37,31.54,1152021,5.27E+14,NESPRESSO USA INC      New York City NY,5499,9
19485,01262021 16:02:52,21.91,1292021,2.35E+14,AMZN Mktp US*M356630H3 Amzn.com/bill CA,5942,9
33945,02132021 19:28:25,10.43,2152021,1.88E+14,SQ *BEN & JERRY'S ENGL Englewood     OH,5814,9
14829,02112021 20:39:46,11.27,2122021,4.45E+12,TST* OAXACA TAQUERIA - NEW YORK      TX,5812,9
31452,02012021 10:33:23,11.06,2022021,8.39E+14,CHEVRON 0374409        PEARLAND      TN,5542,9
26856,02212021 00:49:39,19.31,2222021,8.00E+14,WHATABURGER 1045       SPRING        WI,5814,9
26607,01222021 14:58:30,51,1232021,OVJDMNCALARG0B1,ARGAUX                 COSTA MESA    MI,5921,9
36717,02122021 15:17:26,13.35,2152021,5.65E+14,CHICK-FIL-A #03847     PEARLAND      IL,5814,9
33717,02112021 17:55:31,7.97,2122021,1.47E+14,PANERA BREAD #204787 P MANSFIELD     CA,5814,9
14281,03192021 09:43:57,49.96,3222021,5.13E+14,MARGHERITA.S           HOBOKEN       TX,5812,9
30881,02052021 17:31:36,26.73,2082021,8.49E+11,PENNE SNIDER           DALLAS        NJ,5812,9
15482,02052021 09:17:32,64.9,2062021,3.18E+14,SPACE CTR HOU ONLINE   2812442185    KS,7999,9
20759,01312021 11:10:03,31.21,2012021,469222,CENTRAL MARKET #747    DALLAS       NMUS,5411,9
32922,02152021 11:10:48,95,2162021,4.45E+11,EFFICIENTMOVEMENT      6027438390    NJ,7997,9
17079,02162021 16:17:43,16.36,2172021,2.49E+11,JOANN STORES #2138     FREMONT      NJUS,5949,9
26603,02152021 22:28:47,19.94,2162021,1VKWOGBF44BU45L,DOORDASH*CHICK-FIL-A   SAN FRANCISCO NY,5812,9
22965,04082021 13:20:51,48.44,4092021,6.41E+13,NORTH SHORE FARMS      PORT WASHINGT NY,5411,9
24029,03232021 12:33:59,8.12,3242021,5.27E+14,LEGOLAND Discovery Cen Grapevine     CA,7922,9
31593,03302021 09:02:41,53.05,3312021,4.83E+14,EXXONMOBIL    99658239 HOUSTON       KS,5542,9
15971,03262021 17:55:07,65.58,3272021,4.45E+11,STOCKXX13561755238340  3133431228    PA,5691,9
25770,03212021 09:42:50,3.76,3232021,57441822509,SHELL OIL 574418225QPS PHOENIX       NJ,5541,9
33653,03312021 10:38:35,99,4012021,3.96E+11,TMF*MOTLEY.FOOL.COM    855-6953665   RI,5968,9
30808,03272021 16:06:30,5.01,3292021,4.99E+14,RED HOUSE              Santa Fe       RI,5993,9
28440,04042021 22:22:57,11.03,4062021,2.27E+11,DEL TACO #275      Q16 AMERICAN FORK IL,5814,9
15041,04022021 18:37:17,10.61,4052021,6.52E+14,SUNOCO 0368304201  QPS SECAUCUS      AK,5541,9
31815,04072021 05:53:51,6.01,4082021,8.25E+11,REVELATOR 3RD AVE      BIRMINGHAM    NC,5814,9
27486,04042021 07:34:23,60.71,4052021,4.45E+12,BJS WHOLESALE CLUB     800-257-2582  OR,5300,9
30772,04022021 05:23:53,1.08,4032021,1.59E+14,MCDONALD'S F12915      SAN DIEGO     NJ,5814,9
20908,04042021 15:14:46,10.88,4052021,5.34E+14,IT S ABOUT GEORGIA     ATLANTA       NJ,5947,9
26669,04022021 12:01:47,4,4032021,100418,CHEVRON/MAC'S CORNER   GRAPEVINE    OHUS,5541,9
28382,04032021 11:34:22,37.18,4052021,4.98E+11,LEAF N LEGEND LLC      STOUGHTON     AZ,5499,9
26995,04012021 10:00:06,3.34,4032021,240105,WAL-MART #0105         CORINTH        NY,5411,9
33452,04062021 10:30:15,17.33,4072021,5.27E+14,Subway 3062            Chula Vista   NJ,5814,9
16068,04022021 10:56:56,32.22,4032021,2.43E+14,SQ *KENNY'S CHICKEN &  Jacksonville  NY,5812,9
28064,04062021 14:43:52,1.85,4072021,3.90E+11,USA*FIVE STAR FOOD VEN KNOXVILLE     NJ,5814,9
54722,12312020 11:25:56,13,1012021,4.45E+12,CKE*EL CHARRO MEXICA 3 SAN JOSE       CA,5812,9
54891,12312020 11:25:56,13,1012021,4.45E+12,CKE*EL CHARRO MEXICA 3 Sioux Falls      SD,5812,9
33555,12312020 11:25:56,13,1012021,4.45E+12,CKE*EL CHARRO MEXICA 3 Middle Island       NY,5812,9
31938,01292021 14:51:07,1.06,1302021,3.27E+14,MAVERIK #488           DRAPER        MI,5541,10
31094,01092021 07:53:56,31.87,1112021,10895509,LILAS MEXICAN RESTAURA PEARLAND      NJ,5812,10
53111,12292020 12:53:59,3.5,12302020,100418,CHEVRON/HANDI PLUS # 46Hamilton      OHUS,5542,10
53222,03122021 07:33:49,725.51,3132021,4.45E+12,"Kohls		Ashland      OH",5812,10
18393,02042021 12:05:42,11.55,2062021,4.88E+11,THE HALAL GUYS         HOUSTON       AK,5812,10
11111,12292020 12:53:59,3.5,12302020,100418,CHEVRON/HANDI PLUS # 46HOUSTON      TXUS,5542,10
37466,01072021 13:18:07,8.85,1082021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,10
38829,01122021 16:53:04,9,1132021,9.44E+14,PANDA EXPRESS 1527     HOUSTON       OH,5814,10
43991,12292020 12:53:59,3.5,12302020,100418,CHEVRON/HANDI PLUS # 46BRIGHTON      MIUS,5542,10
44891,03122021 07:33:49,10000,3132021,4.45E+12,"Best Buy		New York       NY",5812,10
22222,03122021 07:33:49,10000,3132021,4.45E+12,"Best Buy		New York       NY",5812,10
25643,01052021 16:36:10,5.59,1072021,77007162,CVS/PHARM 07162--1003  Houston        IL,5912,10
32628,01072021 08:24:35,6.41,1082021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       CA,5814,10
18054,01252021 18:53:08,5.94,1262021,11481408,SHIPLEYS DO-NUTS       KATY          SD,5462,10
28226,01142021 18:55:17,11.55,1162021,879699,H-E-B #492             HOUSTON        PA,5411,10
37226,01142021 14:56:55,464.62,1152021,4.45E+12,NORDSTROM #0380        SCOTTSDALE    NY,5311,10
19485,01312021 10:04:46,21.64,2032021,3.96E+11,STEAM PURCHASE         425-9522985   CA,5816,10
33945,02142021 14:19:06,13.33,2162021,5.54E+14,AMICI GELATO & CAFFE   ASBURY PARK   OH,5814,10
14829,02122021 11:39:07,73.41,2152021,2.97E+14,HARLEMBURGER_1         NEW YORK      TX,5812,10
31452,02022021 12:00:42,37.87,2042021,5054485999,ULTA #1574             WEBSTER       TN,5399,10
26607,01232021 16:56:04,44.71,1252021,6.94E+14,TRADER JOE'S #035  QPS COSTA MESA    MI,5411,10
36717,02122021 18:30:57,42.78,2132021,10895509,LILAS MEXICAN RESTAURA PEARLAND      IL,5812,10
33717,02112021 18:53:29,20.33,2132021,57446338303,SHELL OIL 57446338303  MOUNT GILEAD  CA,5541,10
14281,03192021 10:18:40,66.25,3222021,336711008,VERIZON WRLS D5736-01  HOBOKEN       TX,4812,10
30881,02122021 08:34:34,21.64,2152021,4.60E+14,TOM THUMB #1973        UNIVERSITY PA NJ,5411,10
15482,02052021 20:15:29,61.31,2062021,4.45E+12,HOMEGOODS #503         SUNSET VALLEY KS,5310,10
20759,01312021 13:18:04,21.55,2032021,3.96E+11,GRC*SMILEACTIVES       888-9224638   NM,5968,10
32922,02162021 14:08:15,86.11,2172021,8.00E+14,LULULEMON SCOTTSDALE Q SCOTTSDALE    NJ,5691,10
17079,02162021 16:48:40,14.97,2182021,4.60E+14,SAFEWAY #1931          FREMONT       NJ,5411,10
26603,02162021 13:23:20,24.02,2172021,1VKWOGBF44BU45L,DOORDASH*BLACK BEAR DI SAN FRANCISCO NY,5812,10
22965,04092021 14:10:31,95.43,4102021,4.45E+11,CATHOLIC HEALTH SER    631-465-4200  NY,8062,10
24029,03252021 12:25:01,14.58,3262021,7.20E+14,PIE FIVE PROSPER       PROSPER       CA,5814,10
31593,03312021 09:36:42,17.69,4012021,4.45E+12,WENDY'S 79             HOUSTON       KS,5814,10
15971,03272021 00:28:28,10.94,3312021,2.35E+14,AMZN Mktp US*ZU83E7OE3 Amzn.com/bill PA,5942,10
25770,03212021 10:25:51,12.35,3222021,2.60E+14,STARBUCKS STORE 05656  MESA          NJ,5814,10
33653,03312021 10:40:37,299,4012021,3.96E+11,TMF*MOTLEY.FOOL.COM    855-6953665   RI,5968,10
30808,03282021 11:57:02,34.28,3302021,13767798,SMITHS-FU 800 ST. MICH SANTA FE       RI,5542,10
28440,04052021 18:23:00,8.15,4062021,8036067836,CARLS JR 1101339       AMERICAN FORK IL,5814,10
15041,04082021 15:03:53,6.22,4092021,7.20E+14,KRISPY KREME 0307      GAMBRILLS     AK,5814,10
31815,04072021 09:20:54,10.99,4082021,7.20E+14,ZOES KITCHEN           205-252-5200  NC,5812,10
27486,04042021 11:40:28,16,4052021,1.16E+14,EXXONMOBIL    47749239 LITHONIA      OR,5542,10
30772,04032021 14:14:19,1.08,4052021,9.21E+14,MCDONALD'S F26720      ESCONDIDO     NJ,5814,10
20908,04042021 16:13:04,24.98,4062021,3.35E+11,HARD ROCK ATLANTA R    ATLANTA       NJ,5812,10
26669,04022021 14:51:55,72.01,4042021,1,SQC*<Cash Out        > San Francisco  OH,6536,10
26995,04012021 11:47:07,1.8,4032021,48200105996,Wal-Mart Super Center  CORINTH        NY,5411,10
33452,04062021 17:52:54,7.6,4082021,9.30E+11,CARL S JR 575          CHULA VISTA   NJ,5814,10
16068,04042021 17:07:40,15.98,4062021,9.09E+14,TOBACCO CITY           OCOEE         NY,5993,10
28064,04062021 16:54:45,1.45,4072021,3.90E+11,USA*FIVE STAR FOOD VEN KNOXVILLE     NJ,5814,10
54722,12292020 12:53:59,3.5,12302020,100418,CHEVRON/HANDI PLUS # 46SAN JOSE      CAUS,5542,10
54891,03122021 07:33:49,175,3132021,4.45E+12,"Best Buy		New York       NY",5812,10
33555,03122021 07:33:49,10000,3132021,4.45E+12,"Best Buy		New York       NY",5812,10
31938,12222020 14:35:30,1.94,12242020,900002511,WM SUPERC Wal-Mart Sup AMERICAN FORK  MI,5411,11
31094,01092021 17:06:06,21.81,1112021,7.37E+11,RUSTIKA CAFE & BAKERY  LEAGUE CITY   NJ,5814,11
53111,01122021 09:25:52,1.49,1122021,6.50E+14,COINMACH Hamilton       Hamilton       OH,7211,11
53222,03122021 07:33:49,155.91,3132021,4.45E+12,"Kohls		Ashland       OH",5812,11
18393,02062021 13:10:19,19.4,2082021,900001409,WM SUPERC Wal-Mart Sto HOUSTON        AK,5310,11
11111,01122021 09:25:52,1.49,1122021,6.50E+14,COINMACH HOUSTON       HOUSTON       TX,7211,11
37466,01082021 10:28:50,15.98,1112021,3.67E+11,PASHA RESTAURANT       HOUSTON       OH,5812,11
38829,01132021 07:00:42,6.95,1142021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,11
43991,01122021 09:25:52,1.49,1122021,6.50E+14,COINMACH BRIGHTON       Brighton       MI,7211,11
44891,03122021 07:33:49,1755.91,3132021,4.45E+12,"Best Buy		Bridgeport       NJ",5812,11
22222,03122021 07:33:49,1755.91,3132021,4.45E+12,"Best Buy		Los Angeles       CA",5812,11
25643,01072021 13:38:32,8.11,1092021,5.64E+14,CHICK-FIL-A #01801     CHICAGO       IL,5814,11
32628,01072021 11:51:13,9.09,1082021,3.45E+11,CHIPOTLE ONLINE        1800244768    CA,5814,11
18054,01262021 07:10:19,7.05,1272021,2.66E+11,KOLACHE FACTORY 104    KATY          SD,5814,11
28226,01162021 15:33:57,5.41,1172021,3403972,SSA HOUSTON ZOO        HOUSTON      PAUS,5947,11
37226,01142021 15:33:38,2.8,1152021,3.35E+11,PANERA BREAD #601908   MESA          NY,5812,11
19485,01312021 10:05:52,21.64,2032021,3.96E+11,STEAM PURCHASE         425-9522985   CA,5816,11
33945,02172021 13:14:35,64.71,2182021,7.20E+14,SHOPRITE PARAMUS S1    PARAMUS       OH,5411,11
14829,02122021 11:51:42,19.48,2152021,4.45E+12,www.cvs.com            800-746-7287  TX,5912,11
31452,02082021 19:09:11,9.46,2092021,17396302630,LAS AMERICAS MEXICAN T PEARLAND      TN,5812,11
26607,01232021 17:12:31,9.28,1252021,2.22E+14,MICHAELS STORES 9413   COSTA MESA    MI,5970,11
36717,02132021 08:02:11,72,2152021,2.25E+11,KENNY & ZIGGY'S DELI   CHICAGO       IL,5812,11
33717,02132021 12:11:07,68.45,2142021,1.79E+12,TRACTOR SUPPLY # 99485 SUNBURY      CAUS,5599,11
14281,03202021 04:27:58,5.52,3222021,3.22E+14,DUNKIN #332375 Q35     MAHWAH        TX,5814,11
30881,02122021 08:38:26,16.23,2132021,4.45E+12,CVS/PHARMACY #07643    DALLAS        NJ,5912,11
15482,02102021 17:50:10,10.81,2112021,4.36E+14,PETCO 2740    63527402 AUSTIN        KS,5995,11
20759,02012021 16:50:38,7.04,2032021,469222,CENTRAL MARKET         DALLAS         NM,5411,11
32922,02202021 13:18:48,78,2222021,5.18E+14,MIMI NAILCARE          SCOTTSDALE    NJ,7230,11
17079,02162021 19:22:59,4.37,2172021,2.49E+11,JOANN STORES*JOANN.COM 888-739-4120  NJ,5949,11
26603,02192021 13:30:07,11.4,2202021,3.51E+11,UNA MAS MEX GRILL #004 SUNNYVALE     NY,5812,11
22965,04092021 15:02:04,28.58,4102021,5.56E+14,FLIRT SPA AND BROW BAR MANHASSET     NY,7298,11
24029,04012021 09:46:47,6.12,4022021,4.45E+12,SMOOTHIE KING - 1261 - FRISCO        CA,5814,11
31593,04032021 06:55:39,15.14,4052021,6.86E+14,NETFLIX.COM            NETFLIX.COM   KS,4899,11
15971,04042021 11:00:21,80.5,4052021,4.45E+11,CASH APP*JAZMEEN*AD    4153753176    PA,4829,11
25770,03212021 14:18:34,113.72,3222021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,11
33653,03312021 18:11:28,27.83,4012021,4.83E+11,MARIACHI MEXICAN GRILL MARTINEZ      RI,5812,11
30808,03282021 17:31:42,39.04,3302021,5.10E+14,CG CORRIGAN            PLACITAS      RI,5999,11
